Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6, HSN Code, Second Name
Auricular Bass de zipper,A415,,,C01,U001,U001,U001,1,250,0,,Inclusivo,no_image.png,,,,,,,,,,
Audifono Generico Samsung Blanco,A416,,,C01,U001,U001,U001,1,200,0,,Inclusivo,no_image.png,,,,,,,,,,
Fuente mas Cable Samsug,A417,,,C01,U001,U001,U001,1,350,0,,Inclusivo,no_image.png,,,,,,,,,,
Cable de de Iphone semi-original,A418,,,C01,U001,U001,U001,1,250,0,,Inclusivo,no_image.png,,,,,,,,,,
Bateria D6 20,A419,,,C01,U001,U001,U001,1,2500,0,,Inclusivo,no_image.png,,,,,,,,,,
"Laptop dell e6420, core i5 a 2.3, 250gb, 4gb",A420,,,C01,U001,U001,U001,1,17000,0,,Inclusivo,no_image.png,,,,,,,,,,
Laptop Thosiba AMD,A421,,,C01,U001,U001,U001,1,12000,0,,Inclusivo,no_image.png,,,,,,,,,,
reparacion de cargador,A422,,,C01,U001,U001,U001,1,350,0,,Inclusivo,no_image.png,,,,,,,,,,
Coreccion de Video,A423,,,C01,U001,U001,U001,1,200,0,,Inclusivo,no_image.png,,,,,,,,,,
Correpcion de Disco,A424,,,C01,U001,U001,U001,1,250,0,,Inclusivo,no_image.png,,,,,,,,,,
Correpcion de Video,A425,,,C01,U001,U001,U001,1,250,0,,Inclusivo,no_image.png,,,,,,,,,,
Laptop Dell 530,A426,,,C01,U001,U001,U001,1,7500,0,,Inclusivo,no_image.png,,,,,,,,,,
"Disco Duro 1TB, WD Original, 7200 RPS.",A427,,,C01,U001,U001,U001,1,4800,0,,Inclusivo,no_image.png,,,,,,,,,,
SamsungS4,A428,,,C01,U001,U001,U001,1,7500,0,,Inclusivo,no_image.png,,,,,,,,,,
Celular  ZTE Touch,A429,,,C01,U001,U001,U001,1,4200,0,,Inclusivo,no_image.png,,,,,,,,,,
Celular S5 Touch,A430,,,C01,U001,U001,U001,1,10900,0,,Inclusivo,no_image.png,,,,,,,,,,
Celurar ZTE Mini,A431,,,C01,U001,U001,U001,1,2900,0,,Inclusivo,no_image.png,,,,,,,,,,
Tapa de S3,A432,,,C01,U001,U001,U001,1,350,0,,Inclusivo,no_image.png,,,,,,,,,,
Table Nun,A433,,,C01,U001,U001,U001,1,3500,0,,Inclusivo,no_image.png,,,,,,,,,,
Auricular Samsung Blanco,A434,,,C01,U001,U001,U001,1,200,0,,Inclusivo,no_image.png,,,,,,,,,,
"Laptop dell 500gb, 4gb, touch, 17 pulg",A435,,,C01,U001,U001,U001,1,17000,0,,Inclusivo,no_image.png,,,,,,,,,,
Bulto para laptop 15.6  tipo estuche,A436,,,C01,U001,U001,U001,1,800,0,,Inclusivo,no_image.png,,,,,,,,,,
Toner Canon M91,A437,,,C01,U001,U001,U001,1,2750,0,,Inclusivo,no_image.png,,,,,,,,,,
Cartucho AP Original 22 Color,A438,,,C01,U001,U001,U001,1,1200,0,,Inclusivo,no_image.png,,,,,,,,,,
Cartucho AP Original 21 Negro,A439,,,C01,U001,U001,U001,1,950,0,,Inclusivo,no_image.png,,,,,,,,,,
"Impresora EPSON L365, tinta continua, wifi.",A440,,,C01,U001,U001,U001,1,14240,0,,Inclusivo,no_image.png,,,,,,,,,,
"Impresora EPSON L565, tinta continua, wifi, alimentador de copias",A441,,,C01,U001,U001,U001,1,19800,0,,Inclusivo,no_image.png,,,,,,,,,,
Bono de Descuento,A442,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
Bono de Descuento,A443,,,C01,U001,U001,U001,1,500,0,,Inclusivo,no_image.png,,,,,,,,,,
Bono de Descuento,A444,,,C01,U001,U001,U001,1,300,0,,Inclusivo,no_image.png,,,,,,,,,,
Bono de Descuento,A445,,,C01,U001,U001,U001,1,100,0,,Inclusivo,no_image.png,,,,,,,,,,
Cerveza,A446,,,C01,U001,U001,U001,1,100,0,,Inclusivo,no_image.png,,,,,,,,,,
"Table LG, 16 GB",A447,,,C01,U001,U001,U001,1,5500,0,,Inclusivo,no_image.png,,,,,,,,,,
Mouse Paq,A448,,,C01,U001,U001,U001,1,60,0,,Inclusivo,no_image.png,,,,,,,,,,
"CPU, GxP. Core DUO",A449,,,C01,U001,U001,U001,1,8000,0,,Inclusivo,no_image.png,,,,,,,,,,
IMPRESORA TERMICA COGNITIVE USB TPG,A450,,,C01,U001,U001,U001,1,4200,0,,Inclusivo,no_image.png,,,,,,,,,,
CPU DELL 755 INTEL CORE 2DUO 1GB 80GB,A451,,,C01,U001,U001,U001,1,3443,0,,Inclusivo,no_image.png,,,,,,,,,,
CPU DELL 755  INTER CORE 2 DUO 2GB 250GB,A452,,,C01,U001,U001,U001,1,3443,0,,Inclusivo,no_image.png,,,,,,,,,,
MONITOS DELL O HP ORIGINALES 19 PULGADAS,A453,,,C01,U001,U001,U001,1,2000,0,,Inclusivo,no_image.png,,,,,,,,,,
"COMBO MOUSE, TECLADO Y CABLES",A454,,,C01,U001,U001,U001,1,550,0,,Inclusivo,no_image.png,,,,,,,,,,
LECTOR CODIGO DE BARRA SYMBOL DE MESA,A455,,,C01,U001,U001,U001,1,4000,0,,Inclusivo,no_image.png,,,,,,,,,,
MONITOR DEL O HP ORIGINALE 19 PULGADAS,A456,,,C01,U001,U001,U001,1,2000,0,,Inclusivo,no_image.png,,,,,,,,,,
EXTENSION USB 6 FT,A457,,,C01,U001,U001,U001,1,130,0,,Inclusivo,no_image.png,,,,,,,,,,
"LAPTOP HP I5, ELITEBOOK 8440P, 250,4G.",A458,,,C01,U001,U001,U001,1,16000,0,,Inclusivo,no_image.png,,,,,,,,,,
"Laptop Dell I5, 320 HD, 4G.",A459,,,C01,U001,U001,U001,1,17000,0,,Inclusivo,no_image.png,,,,,,,,,,
Celurar LG,A460,,,C01,U001,U001,U001,1,4500,0,,Inclusivo,no_image.png,,,,,,,,,,
"Tablet Seven Zell,",A461,,,C01,U001,U001,U001,1,2700,0,,Inclusivo,no_image.png,,,,,,,,,,
"Dell Latitup D610, 1.50GB. 40 Disco",A462,,,C01,U001,U001,U001,1,6500,0,,Inclusivo,no_image.png,,,,,,,,,,
SWITCH CATALYST 1900,A463,,,C01,U001,U001,U001,1,4500,0,,Inclusivo,no_image.png,,,,,,,,,,
Canaleta de 1.5 P  de 6Ft,A464,,,C01,U001,U001,U001,1,170,0,,Inclusivo,no_image.png,,,,,,,,,,
"Computadora Dell GX980, Core I 7 2.8, 8GB, 320 HD.",A465,,,C01,U001,U001,U001,1,13000,0,,Inclusivo,no_image.png,,,,,,,,,,
"Computadora Dell GX790, Care i5, 2.8 GHz, 4GB, 250 HD.",A466,,,C01,U001,U001,U001,1,11700,0,,Inclusivo,no_image.png,,,,,,,,,,
Tablet RCA,A467,,,C01,U001,U001,U001,1,3000,0,,Inclusivo,no_image.png,,,,,,,,,,
Teclado Numerico,A468,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Servicio de Equipos de Sonido,A469,,,C01,U001,U001,U001,1,500,0,,Inclusivo,no_image.png,,,,,,,,,,
TARJETA DE WIFI USB TP-LINK,A470,,,C01,U001,U001,U001,1,700,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover Tablet Tap3,A471,,,C01,U001,U001,U001,1,650,0,,Inclusivo,no_image.png,,,,,,,,,,
Cristal Tablet Tap3,A472,,,C01,U001,U001,U001,1,450,0,,Inclusivo,no_image.png,,,,,,,,,,
Cargador para Tablet,A473,,,C01,U001,U001,U001,1,600,0,,Inclusivo,no_image.png,,,,,,,,,,
IMPRESORA EPSON L220,A474,,,C01,U001,U001,U001,1,10400,0,,Inclusivo,no_image.png,,,,,,,,,,
Mini Acer Aspire One,A475,,,C01,U001,U001,U001,1,6000,0,,Inclusivo,no_image.png,,,,,,,,,,
Celular Makito,A476,,,C01,U001,U001,U001,1,900,0,,Inclusivo,no_image.png,,,,,,,,,,
"MINI DELL 160, 2GB, WIFI, 12.1",A477,,,C01,U001,U001,U001,1,6500,0,,Inclusivo,no_image.png,,,,,,,,,,
"MINI DELL 160, 2GB, WIFI, CAM, P03T",A478,,,C01,U001,U001,U001,1,6500,0,,Inclusivo,no_image.png,,,,,,,,,,
Fordel en Espiral,A479,,,C01,U001,U001,U001,1,75,0,,Inclusivo,no_image.png,,,,,,,,,,
Empanada,A480,,,C01,U001,U001,U001,1,30,0,,Inclusivo,no_image.png,,,,,,,,,,
"CPU Dell Gx 780, Core 2Duo, 250GB",A481,,,C01,U001,U001,U001,1,9500,0,,Inclusivo,no_image.png,,,,,,,,,,
